,id,city,latitude,longitude,name,state,county,is_village
0,123208,Fort Worth,32.895357,-97.448674,The Landing,TX,Tarrant,0
1,123528,Fort Worth,32.888037,-97.451501,Bal Harbour,TX,Tarrant,0
2,135751,Fort Worth,32.697791,-97.25873,Village Creek,TX,Tarrant,0
3,139103,Fort Worth,32.861146,-97.413079,Lake Crest,TX,Tarrant,0
4,139694,Fort Worth,32.854529,-97.324868,Northbrook,TX,Tarrant,0
5,161895,Fort Worth,32.641933,-97.287664,Quail Run,TX,Tarrant,0
6,165841,Fort Worth,32.763611,-97.517178,Silver Ridge,TX,Tarrant,0
7,172374,Fort Worth,32.767685,-97.374901,Crestwood,TX,Tarrant,0
8,175145,Fort Worth,32.921251,-97.303073,Sunset Hills,TX,Tarrant,0
9,183169,Fort Worth,32.7836,-97.35825,North Side,TX,Tarrant,0
10,199068,Fort Worth,32.771295,-97.22776,Woodhaven,TX,Tarrant,0
11,199281,Fort Worth,32.740245,-97.386999,Arlington Heights,TX,Tarrant,0
12,201125,Fort Worth,32.623038,-97.282932,Hamlet,TX,Tarrant,0
13,207722,Fort Worth,32.631165,-97.343182,Willow Creek,TX,Tarrant,0
14,215825,Fort Worth,32.67628,-97.365496,South Hills,TX,Tarrant,0
15,222554,Fort Worth,32.879233,-97.281267,Park Place,TX,Tarrant,0
16,227740,Fort Worth,32.840537,-97.469116,Lakeland,TX,Tarrant,0
17,230853,Fort Worth,32.726353,-97.378962,Alamo Heights,TX,Tarrant,0
18,232889,Fort Worth,32.707075,-97.27091,Eastland,TX,Tarrant,0
19,233172,Fort Worth,32.72435,-97.337655,Fairmount,TX,Tarrant,0
20,233495,Fort Worth,32.597341,-97.302835,Garden Acres,TX,Tarrant,0
21,233841,Fort Worth,32.73693,-97.208074,Handley,TX,Tarrant,0
22,235015,Fort Worth,32.755126,-97.358009,Linwood,TX,Tarrant,0
23,236138,Fort Worth,32.78499,-97.314584,Oakhurst,TX,Tarrant,0
24,238188,Fort Worth,32.704956,-97.381359,Tanglewood,TX,Tarrant,0
25,238895,Fort Worth,32.724334,-97.499476,Westland,TX,Tarrant,0
26,248397,Fort Worth,32.753473,-97.497402,Westpoint,TX,Tarrant,0
27,249106,Fort Worth,32.766207,-97.382342,Brookside,TX,Tarrant,0
28,249173,Fort Worth,32.583084,-97.330462,Coventry,TX,Tarrant,0
29,249275,Fort Worth,32.70085,-97.253881,Fairhaven,TX,Tarrant,0
30,252182,Fort Worth,32.71388,-97.358535,University Place,TX,Tarrant,0
31,252709,Fort Worth,32.751781,-97.31451,Butler,TX,Tarrant,0
32,253799,Fort Worth,32.755784,-97.371419,Monticello,TX,Tarrant,0
33,256252,Fort Worth,32.759882,-97.199836,Harmony,TX,Tarrant,0
34,256834,Fort Worth,32.712511,-97.522188,Lost Creek,TX,Tarrant,0
35,256999,Fort Worth,32.628812,-97.363415,Meadow Creek,TX,Tarrant,0
36,270035,Fort Worth,32.712086,-97.312344,Morningside,TX,Tarrant,0
37,270099,Fort Worth,32.722061,-97.404045,Como,TX,Tarrant,0
38,270657,Fort Worth,32.664346,-97.30383,Highland Hills,TX,Tarrant,0
39,271095,Fort Worth,32.772717,-97.322279,Greenway,TX,Tarrant,0
40,271631,Fort Worth,32.691911,-97.36726,Westcliff,TX,Tarrant,0
41,272010,Fort Worth,32.659185,-97.385791,Wedgwood,TX,Tarrant,0
42,272215,Fort Worth,32.880432,-97.264505,Parkwood Hills,TX,Tarrant,0
43,274966,Fort Worth,32.718804,-97.357923,Park Hill,TX,Tarrant,0
44,275252,Fort Worth,32.69162,-97.342364,Rosemont,TX,Tarrant,0
45,275895,Fort Worth,32.650007,-97.430957,Vista Ridge,TX,Tarrant,0
46,411938,Fort Worth,32.809268,-97.145274,Lakeview,TX,Tarrant,0
47,412396,Fort Worth,32.620337,-97.366835,Southgate,TX,Tarrant,0
48,413210,Fort Worth,32.875767,-97.434085,Highlands,TX,Tarrant,0
49,415565,Fort Worth,32.882984,-97.440739,Lake Country,TX,Tarrant,0
50,418206,Fort Worth,32.844279,-97.378325,Remington Point,TX,Tarrant,0
51,418207,Fort Worth,32.855728,-97.408091,Marine Creek Hills,TX,Tarrant,0
52,420209,Fort Worth,32.928731,-97.365865,Dorado Ranch,TX,Tarrant,0
53,420215,Fort Worth,32.866861,-97.309811,Fossil Park,TX,Tarrant,0
54,420245,Fort Worth,32.967301,-97.262085,Rolling Meadows,TX,Tarrant,0
55,420247,Fort Worth,32.867567,-97.319591,Santa Fe Enclave,TX,Tarrant,0
56,420250,Fort Worth,32.989446,-97.386691,Sendera Ranch,TX,Tarrant,0
57,420258,Fort Worth,32.839113,-97.384965,Terrace Landing,TX,Tarrant,0
58,421056,Fort Worth,32.92329,-97.26933,Kingsridge,TX,Tarrant,0
59,421482,Fort Worth,32.767478,-97.205576,Emory Place,TX,Tarrant,0
60,421863,Fort Worth,32.89772,-97.295938,Arcadia Park,TX,Tarrant,0
61,422749,Fort Worth,32.857701,-97.32946,Alexandra Meadows,TX,Tarrant,0
62,422750,Fort Worth,32.646058,-97.282128,Altemesa East,TX,Tarrant,0
63,422751,Fort Worth,32.871083,-97.263443,Basswood Park,TX,Tarrant,0
64,422752,Fort Worth,32.876423,-97.322978,Basswood Village,TX,Tarrant,0
65,422753,Fort Worth,33.021994,-97.296543,Beechwood Creek,TX,Tarrant,0
66,422754,Fort Worth,32.672381,-97.430474,Bellaire Park North,TX,Tarrant,0
67,422755,Fort Worth,32.770531,-97.161266,Bently Village,TX,Tarrant,0
68,422756,Fort Worth,32.721106,-97.349569,Berkeley Place,TX,Tarrant,0
69,422757,Fort Worth,32.700795,-97.363038,Bluebonnet Hills,TX,Tarrant,0
70,422758,Fort Worth,32.702588,-97.357454,Bluebonnet Place,TX,Tarrant,0
71,422759,Fort Worth,32.702975,-97.446537,Bomber Heights,TX,Tarrant,0
72,422760,Fort Worth,32.802861,-97.299542,Bonnie Brae,TX,Tarrant,0
73,422761,Fort Worth,32.695035,-97.317171,Brentmoor,TX,Tarrant,0
74,422762,Fort Worth,32.75301,-97.220084,Brentwood-Oak Hills,TX,Tarrant,0
75,422763,Fort Worth,32.647196,-97.430391,Briercliff,TX,Tarrant,0
76,422764,Fort Worth,32.876645,-97.305547,Brittany Place,TX,Tarrant,0
77,422765,Fort Worth,32.719555,-97.285079,Burchill,TX,Tarrant,0
78,422766,Fort Worth,32.749537,-97.406755,Burton Hill Trinity Trails,TX,Tarrant,0
79,422767,Fort Worth,32.703819,-97.351104,Byers McCart,TX,Tarrant,0
80,422768,Fort Worth,32.640935,-97.386887,Candleridge,TX,Tarrant,0
81,422769,Fort Worth,32.636285,-97.395688,Candle Ridge West,TX,Tarrant,0
82,422770,Fort Worth,32.692178,-97.313003,Carter Park,TX,Tarrant,0
83,422771,Fort Worth,32.779992,-97.294915,Carter Riverside,TX,Tarrant,0
84,422772,Fort Worth,32.714013,-97.220445,Carver Heights East,TX,Tarrant,0
85,422773,Fort Worth,32.729869,-97.246884,Caville,TX,Tarrant,0
86,422774,Fort Worth,32.752301,-97.508803,Central Chapel Creek,TX,Tarrant,0
87,422775,Fort Worth,32.749351,-97.243749,Central Meadowbrook,TX,Tarrant,0
88,422776,Fort Worth,33.014048,-97.265137,Chadwick Farms,TX,Tarrant,0
89,422777,Fort Worth,32.735422,-97.501713,Chapel Creek,TX,Tarrant,0
90,422778,Fort Worth,32.721029,-97.487345,Chapin   Alemeda,TX,Tarrant,0
91,422779,Fort Worth,32.86713,-97.41923,Cheyenne Ridge,TX,Tarrant,0
